id,name,logoUrl,createdAt,updatedAt
cm2gq1mke0000v19mzln58lmj,Manchester United,https://api.sofascore.app/api/v1/team/35/image,2024-10-19 22:19:39.518,2024-10-19 22:19:39.518
cm2gq1zah0001v19m7ekt1tzm,Manchester City,https://api.sofascore.app/api/v1/team/17/image,2024-10-19 22:19:56.009,2024-10-19 22:19:56.009
cm2gq297q0002v19myhxzpzea,Chelsea,https://api.sofascore.app/api/v1/team/38/image,2024-10-19 22:20:08.871,2024-10-19 22:20:08.871
cm2gq2hn80003v19me55nzbvo,Liverpool,https://api.sofascore.app/api/v1/team/44/image,2024-10-19 22:20:19.792,2024-10-19 22:20:19.792
cm2gq2uuq0005v19mw6n5gz7r,Arsenal,https://api.sofascore.app/api/v1/team/42/image,2024-10-19 22:20:36.913,2024-10-19 22:20:36.913
